hour,mean_distance,std_distance,mean_pct_500m,std_pct_500m,mean_n_bikes,mean_covered_addresses_per_bike_500m,n_days
0,1409.0073610855102,152.7293097539558,37.20007862942066,2.3347192443335274,210.957928802589,586.12753411533,309
1,1409.0804364616022,152.59792192405948,37.21964090792527,2.337573288277207,211.09708737864077,585.964784863048,309
2,1409.0941326026532,152.39204516273395,37.241796100894184,2.2925968574432045,211.2899022801303,585.6023535922666,307
3,1408.7373500520387,152.63518674407678,37.26324224662101,2.293268701156707,211.28155339805826,586.1462248527318,309
4,1408.4379004805537,152.64866479904515,37.27111418518831,2.287797034926417,211.45631067961165,585.6377181613265,309
5,1407.9291353918013,152.74150791351397,37.2810215821566,2.2980945965428385,211.60517799352752,585.2239227034939,309
6,1408.1233162915908,152.72675472220098,37.2700438060091,2.3023167118421304,211.6893203883495,584.7732834136823,309
7,1407.7679037848027,152.73226709642387,37.26145316967389,2.2943203261824463,211.6893203883495,584.6032923524263,309
8,1407.3217221753741,152.56120430987784,37.236516504020145,2.2946879482463594,211.29773462783172,585.3701918054908,309
9,1407.0452336980527,152.49511380723487,37.18161331066706,2.3096790599532193,210.58899676375404,586.6364158721922,309
10,1407.867014381983,152.60317927548041,37.14163605155323,2.3203445238771065,209.8741935483871,588.327117886623,310
11,1414.8032087111822,169.46435922885794,36.90061260118477,3.0420816638744688,207.06451612903226,608.8719470900654,310
12,1412.0609691769341,152.92894679643257,36.87388441488618,2.4353746089087727,205.4,600.1412016140031,310
13,1413.5953300779613,151.3135016300888,36.78290882319998,2.4195518214860847,203.49514563106797,606.8525591280182,309
14,1416.8901980950168,151.99356772639496,36.64884766473933,2.5540070783464977,201.50809061488673,612.8588949593252,309
15,1418.775015080402,152.03132783186547,36.54488389217759,2.677024904184854,200.62783171521036,616.1427990812276,309
16,1420.5110384937973,154.40680892456663,36.52005559347035,2.740396791781077,200.26860841423948,617.3835098240637,309
17,1421.6887389843139,154.9648737919851,36.46782374758173,2.7699776765201656,200.88996763754045,614.0012872241815,309
18,1418.828240771047,150.3572284392983,36.56702141915636,2.628159337929886,201.98058252427185,611.6904460008117,309
19,1417.6745496230888,151.0641695565789,36.654938704996994,2.720970116129309,203.6472491909385,605.2748429158607,309
20,1415.4070329760707,150.7666851492135,36.75610947286187,2.591980324287563,205.3495145631068,599.7609089481348,309
21,1412.9333238325107,151.5674934358241,36.89978155268243,2.4986748005159605,206.84789644012946,596.5145996281856,309
22,1410.5154634335793,152.4014512127249,37.01188000254028,2.4668182514812425,208.2621359223301,592.8475833867868,309
23,1409.1589437371645,152.86633843469943,37.15264764372841,2.3798806663514935,209.8770226537217,589.1010672962252,309
