hour,mean_distance,std_distance,mean_pct_500m,std_pct_500m,mean_n_bikes,mean_covered_addresses_per_bike_500m,n_days
0,601.9838050831803,55.35502541785471,59.19694402951658,3.714948923827383,239.9672131147541,820.216252876958,366
1,600.9407072620381,55.185187874349275,59.31733813169703,3.633910204770963,239.75409836065575,822.3152448758601,366
2,599.3828245123156,54.5386024227074,59.5446671168312,3.569308089923571,239.74520547945207,825.5408699707356,365
3,597.6336913365877,53.73844256242119,59.74266882707655,3.516923777001527,240.61475409836066,824.9321908097176,366
4,596.7163198217266,52.823249883404635,59.859506034792346,3.3336137931066947,241.1775956284153,824.4050496726134,366
5,596.5865500282889,52.57067106659891,59.858998523521976,3.288327468835875,241.36338797814207,823.4723133539661,366
6,596.5978023312337,52.54042213665656,59.82925732734069,3.3123859530968107,241.6639344262295,821.7289682388391,366
7,597.1829575863734,52.615808219077735,59.77385832923009,3.2670695143257173,241.21584699453553,822.525990841287,366
8,598.3395716430916,52.60651903085005,59.61916837615105,3.350924310541956,239.70491803278688,826.0447334136467,366
9,599.9792665212814,51.34884708696657,59.31871048360163,3.301157469617719,237.89344262295083,829.4760163577145,366
10,601.5485088216132,51.61076945775377,59.069083987729414,3.3868022429359854,237.39617486338798,828.8575468642393,366
11,604.4670898213193,52.47150076076925,58.6541106652147,3.569604422551313,234.5792349726776,835.5729974247644,366
12,609.2280098177688,54.453757083484156,58.134710857019435,3.9552147144376018,230.18032786885246,851.0694939961267,366
13,613.450174149283,58.612013426412204,57.65186135454965,4.634788673783792,226.0792349726776,867.7187937276063,366
14,618.2366450550885,65.05805402128345,57.12888997894485,5.392376905635423,223.49726775956285,873.623189965945,366
15,621.6973122407097,70.2102077036793,56.745511235909355,5.981793543258764,221.3890410958904,877.7998995576351,365
16,623.349637464132,71.28838433598582,56.59818765214041,6.168639214388864,220.9917808219178,880.2918480604919,365
17,621.9353812948189,68.72412607962691,56.82777611944731,5.9620088023512094,222.31420765027323,878.1965007582082,366
18,619.0313216868758,65.85204828279589,57.09639544781034,5.596901261588564,223.95081967213116,875.6264502513068,366
19,615.6727185216733,62.71720078127048,57.46757348228064,5.3602913422371,226.28142076502732,871.0681780325476,366
20,612.326346600269,61.06685665358204,57.886713921144626,4.937555609680808,229.2513661202186,860.9382215404951,366
21,611.1750980049013,61.0581430190651,58.12383820485461,4.673182490953203,232.11475409836066,846.5260472876926,366
22,607.3025638231542,58.156121417691736,58.485455521056295,4.293756594461477,235.03551912568307,835.6987511164231,366
23,603.8873010935082,56.690862387760596,58.971521850915,3.869537854776691,237.95901639344262,826.8693179378693,366
