identificatie,lat,lon,gebruiksdoel,activity_function_count,oppervlakte_m2
0518010000434445,52.068329007667074,4.276202124746167,"winkelfunctie,woonfunctie",1,105
0518010000437056,52.08282719295724,4.300826083750438,winkelfunctie,1,104
0518010000433441,52.076362153229844,4.293970466107614,"winkelfunctie,woonfunctie",1,145
0518010000436250,52.08305595759536,4.263141408864516,"logiesfunctie,woonfunctie",1,168
0518010000431770,52.07420799225006,4.279786859688369,winkelfunctie,1,123
0518010000435326,52.06839099229256,4.291242204140776,winkelfunctie,1,87
0518010000431782,52.064815484802345,4.310519664919284,bijeenkomstfunctie,1,67
0518010000433453,52.092603280929545,4.3093882073974585,"kantoorfunctie,woonfunctie",1,301
0518010000434473,52.04975663078815,4.274325189785413,winkelfunctie,1,176
0518010000431808,52.05407253121392,4.31555543255037,"winkelfunctie,woonfunctie",1,70
0518010000434485,52.05342305188077,4.234931761670239,winkelfunctie,1,71
0518010000435364,52.078685280101695,4.305899492698928,bijeenkomstfunctie,1,108
0518010000435366,52.08100088647101,4.296481488737257,"winkelfunctie,woonfunctie",1,103
0518010000436297,52.08874996659607,4.343851087627168,winkelfunctie,1,100
0518010000440045,52.070099649450825,4.275774618986673,winkelfunctie,1,138
0518010000432653,52.10180400661952,4.283587221472374,"winkelfunctie,woonfunctie",1,122
0518010000433512,52.04480715617521,4.281590555632532,winkelfunctie,1,126
0518010000438046,52.071351654879095,4.279325012801828,onderwijsfunctie,1,1744
0518010000432667,52.09352932414864,4.323952456807199,kantoorfunctie,1,113
0518010000440089,52.06337740845348,4.293613047047426,bijeenkomstfunctie,1,213
0518010000438076,52.08326544237863,4.282813159183549,logiesfunctie,1,345
0518010000432691,52.08124558015069,4.287108604696198,"kantoorfunctie,woonfunctie",1,258
0518010000435444,52.1074480777305,4.2886368939707955,bijeenkomstfunctie,1,765
0518010000432693,52.08107637429783,4.286720512263696,"winkelfunctie,woonfunctie",1,100
0518010000435446,52.108122122243,4.287885648359724,"kantoorfunctie,woonfunctie",1,201
0518010000439089,52.08271097296887,4.308580792835253,winkelfunctie,1,82
0518010000439094,52.073832728939216,4.313077970063807,winkelfunctie,1,90
0518010000435452,52.0933999526251,4.369632780484176,bijeenkomstfunctie,1,78
0518010000431902,52.058141749196075,4.321586273422448,"winkelfunctie,woonfunctie",1,70
0518010000433558,52.05884397626715,4.324704684997069,"winkelfunctie,woonfunctie",1,81
0518010000439106,52.07841986638764,4.268566746067206,winkelfunctie,1,79
0518010000439108,52.07831601291504,4.268277380190803,"winkelfunctie,woonfunctie",1,207
0518010000435460,52.07954860364571,4.3056312077782115,"winkelfunctie,woonfunctie",1,108
0518010000432714,52.054452955032666,4.250490401894186,winkelfunctie,1,97
0518010000438104,52.10214900787056,4.283640533954515,bijeenkomstfunctie,1,83
0518010000432718,52.065168176036615,4.26657620173763,bijeenkomstfunctie,1,75
0518010000433612,52.063567334150946,4.288626575005929,winkelfunctie,1,114
0518010000440165,52.06989305428219,4.287270753350442,"winkelfunctie,woonfunctie",1,90
0518010000436438,52.06662484955389,4.270813871662483,winkelfunctie,1,99
0518010000440184,52.06695460902556,4.247899311417819,kantoorfunctie,1,81
0518010000435544,52.109619108221786,4.28421128672521,"winkelfunctie,woonfunctie",1,65
0518010000432770,52.05325324025513,4.237336561553402,"winkelfunctie,woonfunctie",1,80
0518010000436454,52.100363297440516,4.285897010739154,"kantoorfunctie,woonfunctie",1,2086
0518010000433656,52.05309524741773,4.289038283742808,kantoorfunctie,1,118
0518010000433658,52.07054368715211,4.2778403745800455,"winkelfunctie,woonfunctie",1,111
0518010000436461,52.07234793071653,4.306189370701516,bijeenkomstfunctie,1,16
0518010000436465,52.09735537150595,4.311536491983335,"winkelfunctie,woonfunctie",1,118
0518010000441045,52.07424126950328,4.301239133038558,bijeenkomstfunctie,1,336
0518010000435566,52.06703440357933,4.284748884870149,winkelfunctie,1,214
0518010000441055,52.09082072285347,4.275188118804458,winkelfunctie,1,101
0518010000435574,52.084636361482,4.311991186881094,bijeenkomstfunctie,1,119
0518010000439218,52.080995346613804,4.284178445711705,winkelfunctie,1,48
0518010000433688,52.06238025868182,4.295747343326735,"winkelfunctie,woonfunctie",1,81
0518010000440228,52.09373595755954,4.274361688805975,"kantoorfunctie,woonfunctie",1,384
0518010000440230,52.09378966989111,4.274250796941082,"kantoorfunctie,woonfunctie",1,386
0518010000439236,52.07432669752422,4.283381670237488,"kantoorfunctie,woonfunctie",1,109
0518010000441087,52.09267180362362,4.267033928643894,winkelfunctie,1,82
0518010000439238,52.08551274412408,4.279118683820702,winkelfunctie,1,83
0518010000439250,52.07366410691779,4.27512975598991,"kantoorfunctie,woonfunctie",1,216
0518010000441103,52.074600273952264,4.2785962084160065,"winkelfunctie,woonfunctie",1,111
0518010000440259,52.082448822894804,4.299882929807898,winkelfunctie,1,92
0518010000432856,52.081904110414555,4.313479282924225,kantoorfunctie,1,53
0518010000440285,52.07960537031662,4.308946442173678,"winkelfunctie,woonfunctie",1,307
0518010000440287,52.07961764459164,4.309005888282942,"winkelfunctie,woonfunctie",1,210
0518010000440289,52.07962256580132,4.309082989294707,winkelfunctie,1,206
0518010000433772,52.07028691597592,4.281423191691091,"winkelfunctie,woonfunctie",1,69
0518010000432901,52.081984770219435,4.310091716035583,kantoorfunctie,1,437
0518010000433787,52.06946235968822,4.2802614674551736,"kantoorfunctie,woonfunctie",1,104
0518010000433796,52.05315090869583,4.234057796134409,winkelfunctie,1,70
0518010000441203,52.07776472554421,4.312377435547966,winkelfunctie,1,269
0518010000440354,52.07484781134756,4.279065831375618,"winkelfunctie,woonfunctie",1,141
0518010000440358,52.06440971503974,4.287146829093727,"winkelfunctie,woonfunctie",1,63
0518010000439375,52.07271479482244,4.319613269507679,winkelfunctie,1,71
0518010000438346,52.07679377585005,4.283338809773466,winkelfunctie,1,93
0518010000434865,52.08012611071986,4.307095083567442,bijeenkomstfunctie,1,65
0518010000436667,52.06381392477243,4.330820918762328,"kantoorfunctie,woonfunctie",1,83
0518010000433839,52.091355576947365,4.30153360696336,"kantoorfunctie,woonfunctie",1,182
0518010000436669,52.061999040477424,4.332528506324702,"winkelfunctie,woonfunctie",1,98
0518010000436673,52.06163414402709,4.332869993992093,winkelfunctie,1,50
0518010000435758,52.08789160472564,4.306838053950835,kantoorfunctie,1,972
0518010000433849,52.080552827140245,4.309780695069682,winkelfunctie,1,223
0518010000437501,52.0550463753953,4.318238333541813,"winkelfunctie,woonfunctie",1,74
0518010000433873,52.043078040239614,4.277193265094184,winkelfunctie,1,42
0518010000442036,52.087452118666384,4.339505712828959,winkelfunctie,1,108
0518010000439427,52.07486769922033,4.307975765878543,kantoorfunctie,1,985
0518010000440430,52.08137022058878,4.283495699519301,winkelfunctie,1,20
0518010000433875,52.042339605359416,4.277513385666766,kantoorfunctie,1,4500
0518010000442038,52.08827797105816,4.341300792600294,winkelfunctie,1,66
0518010000439435,52.1031054653947,4.284100801512648,"kantoorfunctie,woonfunctie",1,130
0518010000434934,52.10822422575828,4.282908031885009,bijeenkomstfunctie,1,1567
0518010000439452,52.066583253331494,4.287758986645446,onderwijsfunctie,1,1604
0518010000441319,52.07312639489559,4.319786585623956,"kantoorfunctie,woonfunctie",1,346
0518010000435828,52.08050015274101,4.2903010830963675,winkelfunctie,1,80
0518010000442068,52.083429413822884,4.289584627248831,"winkelfunctie,woonfunctie",1,138
0518010000437554,52.08205452484099,4.281542534133475,"kantoorfunctie,woonfunctie",1,142
0518010000437556,52.06637396649586,4.3335961452769585,bijeenkomstfunctie,1,775
0518010000439478,52.09205434273814,4.299631666100441,"kantoorfunctie,woonfunctie",1,304
0518010000433933,52.05235885274443,4.297407512777317,winkelfunctie,1,112
0518010000436783,52.0758092050498,4.322532476942645,bijeenkomstfunctie,1,72
0518010000438464,52.096429388630355,4.358229480740333,"kantoorfunctie,woonfunctie",1,235
0518010000435846,52.07944847791191,4.305020308867465,bijeenkomstfunctie,1,76
0518010000439480,52.09259329111396,4.30039974882894,"kantoorfunctie,woonfunctie",1,1112
0518010000439484,52.092407202583914,4.300635223982041,"kantoorfunctie,woonfunctie",1,268
0518010000437586,52.074818757369485,4.313835510694326,"winkelfunctie,woonfunctie",1,63
0518010000436804,52.07942277298142,4.304877740178988,winkelfunctie,1,22
0518010000443024,52.059357078247395,4.274732814967044,bijeenkomstfunctie,1,127
0518010000441381,52.07940646408355,4.271842473975975,"winkelfunctie,woonfunctie",1,231
0518010000440526,52.089055797781356,4.306744043820349,kantoorfunctie,1,422
0518010000442116,52.07683378966581,4.316060057807552,bijeenkomstfunctie,1,116
0518010000437607,52.1060686714488,4.283310628539356,bijeenkomstfunctie,1,7221
0518010000443040,52.07878919770094,4.305665296742287,bijeenkomstfunctie,1,249
0518010000442126,52.08557576520281,4.33531615108933,winkelfunctie,1,136
0518010000440540,52.09075063269269,4.315282322246606,"kantoorfunctie,woonfunctie",1,354
0518010000440542,52.0899300179365,4.312932952737759,kantoorfunctie,1,265
0518010000442156,52.07547466622837,4.275016767930523,"kantoorfunctie,woonfunctie",1,115
0518010000442162,52.071380539120106,4.298977382244892,"winkelfunctie,woonfunctie",1,73
0518010000438537,52.08109324131505,4.298835428637124,winkelfunctie,1,129
0518010000437653,52.099990246015274,4.272436130536561,kantoorfunctie,1,64
0518010000435930,52.07989681113935,4.304304370138886,"winkelfunctie,woonfunctie",1,92
0518010000435934,52.06342972918039,4.325122966345415,"winkelfunctie,woonfunctie",1,112
0518010000439566,52.07766412112609,4.282950199562894,"logiesfunctie,woonfunctie",1,142
0518010000443094,52.048589903640476,4.299244383868444,"kantoorfunctie,woonfunctie",1,175
0518010000437667,52.08379022547326,4.304841353089456,winkelfunctie,1,46
0518010000437669,52.0838230424049,4.3049263941541875,winkelfunctie,1,926
0518010000443120,52.09090017429017,4.273004028342787,winkelfunctie,1,223
0518010000443124,52.09042337546541,4.321384615051937,"winkelfunctie,woonfunctie",1,50
0518010000438591,52.068531601445564,4.2917590223627675,winkelfunctie,1,70
0518010000442220,52.08524244086579,4.334561549184989,winkelfunctie,1,126
0518010000444117,52.079632987974776,4.281487941497773,"kantoorfunctie,woonfunctie",1,237
0518010000443146,52.0938420211726,4.259795882093106,winkelfunctie,1,32
0518010000442248,52.073079636931375,4.318862471542528,winkelfunctie,1,132
0518010000437732,52.09133161399747,4.301018652644026,"winkelfunctie,woonfunctie",1,93
0518010000439655,52.10861184924659,4.281587856130861,winkelfunctie,1,111
0518010000439668,52.06267740861409,4.258950138057291,"winkelfunctie,woonfunctie",1,101
0518010000441547,52.11093212725545,4.2918649021290065,"winkelfunctie,woonfunctie",1,169
0518010000441549,52.11094878568012,4.291936745629716,winkelfunctie,1,89
0518010000439695,52.073003030408664,4.275601607174252,winkelfunctie,1,73
0518010000438697,52.08107838827254,4.320863387843143,kantoorfunctie,1,3046
0518010000440730,52.07113901275308,4.284408105441682,bijeenkomstfunctie,1,105
0518010000438715,52.078108098462046,4.313361670323426,bijeenkomstfunctie,1,166
0518010000439731,52.060245185752756,4.293848944514835,bijeenkomstfunctie,1,132
0518010000439745,52.0811959022951,4.273288426617016,"winkelfunctie,woonfunctie",1,184
0518010000441631,52.04980804276922,4.30715153580925,winkelfunctie,1,46
0518010000438729,52.06686264266587,4.286842491035684,winkelfunctie,1,111
0518010000441639,52.0618891433979,4.253699489646278,"winkelfunctie,woonfunctie",1,95
0518010000446118,52.08124822043133,4.2922839022669175,winkelfunctie,1,87
0518010000438745,52.0802505097221,4.307761535092176,winkelfunctie,1,59
0518010000444275,52.08187225117839,4.295384301825281,winkelfunctie,1,75
0518010000442377,52.09903617792123,4.272329453614564,bijeenkomstfunctie,1,253
0518010000438755,52.07805181574038,4.313020002293599,winkelfunctie,1,242
0518010000444281,52.095578208066456,4.26908189478136,"winkelfunctie,woonfunctie",1,76
0518010000441667,52.065734620176485,4.280892889253178,winkelfunctie,1,114
0518010000439773,52.08488630530697,4.279718814412831,winkelfunctie,1,108
0518010000438767,52.0684892193994,4.292161231859512,"winkelfunctie,woonfunctie",1,69
0518010000445185,52.09302627358191,4.27309975412652,"winkelfunctie,woonfunctie",1,220
0518010000438780,52.083504959641346,4.327824944353687,kantoorfunctie,1,31987
0518010000438798,52.08701507346269,4.342567807310923,"winkelfunctie,woonfunctie",1,107
0518010000438800,52.086869414689,4.343119872104937,"kantoorfunctie,woonfunctie",1,80
0518010000442436,52.09786800194388,4.361439522939499,"kantoorfunctie,woonfunctie",1,228
0518010000439817,52.10215357025829,4.274507377408511,bijeenkomstfunctie,1,42
0518010000439821,52.08235017136516,4.28256387585148,kantoorfunctie,1,79
0518010000439823,52.082360231007875,4.282439364704334,winkelfunctie,1,55
0518010000443394,52.08316216152357,4.330579465314981,bijeenkomstfunctie,1,183
0518010000442450,52.08666788580819,4.337796744315426,"winkelfunctie,woonfunctie",1,95
0518010000440837,52.075311503540064,4.318976724801872,"kantoorfunctie,woonfunctie",1,280
0518010000444373,52.09452996908662,4.258960965084541,winkelfunctie,1,41
0518010000443396,52.08329891008549,4.330887647143029,winkelfunctie,1,200
0518010000440853,52.08154082150969,4.313322368065992,bijeenkomstfunctie,1,512
0518010000439869,52.071824583093374,4.272779583072958,winkelfunctie,1,173
0518010000443414,52.062687103173644,4.295360746502232,winkelfunctie,1,91
0518010000444397,52.06810807649662,4.255981992746463,bijeenkomstfunctie,1,91
0518010000443424,52.08550093640907,4.3357686086339084,winkelfunctie,1,196
0518010000443426,52.08554059605138,4.3358584461278005,winkelfunctie,1,196
0518010000441773,52.09484130373846,4.277355698523702,winkelfunctie,1,29
0518010000442502,52.08968236293176,4.318785576554322,winkelfunctie,1,144
0518010000440903,52.073441644018885,4.286809086832992,kantoorfunctie,1,43
0518010000439907,52.06562208770624,4.29363084942842,winkelfunctie,1,36
0518010000447056,52.0738182234841,4.324355530959463,bijeenkomstfunctie,1,24
0518010000442520,52.075378698346334,4.280449699791802,bijeenkomstfunctie,1,93
0518010000445310,52.069916862543124,4.271641483989775,"winkelfunctie,woonfunctie",1,70
0518010000438876,52.108730594240036,4.2761990214383765,logiesfunctie,1,585
0518010000443474,52.062181413166336,4.282612930244006,winkelfunctie,1,110
0518010000444461,52.06306559733721,4.227153703205899,winkelfunctie,1,46
0518010000441849,52.077345066625526,4.2963690936685115,"winkelfunctie,woonfunctie",1,64
0518010000440961,52.090319508888086,4.270191491161192,"winkelfunctie,woonfunctie",1,85
0518010000442582,52.06807793365038,4.288727376059201,"kantoorfunctie,woonfunctie",1,66
0518010000440965,52.07667452227442,4.305305624976891,"winkelfunctie,woonfunctie",1,164
0518010000440967,52.07666603475311,4.305229038731689,"winkelfunctie,woonfunctie",1,144
0518010000439967,52.053381659416324,4.232633565688609,kantoorfunctie,1,42
0518010000444505,52.084617558603156,4.333180156346931,winkelfunctie,1,101
0518010000442600,52.080985708307,4.302470298956954,"winkelfunctie,woonfunctie",1,60
0518010000438937,52.08403189732299,4.342982097238406,"winkelfunctie,woonfunctie",1,80
0518010000440975,52.10817649711164,4.276425523882341,"logiesfunctie,woonfunctie",1,305
0518010000447112,52.1033033595331,4.317484134241187,"gezondheidszorgfunctie,industriefunctie",1,280
0518010000443532,52.102025785836105,4.268072055402059,bijeenkomstfunctie,1,178
0518010000438959,52.08131880735122,4.283826124597327,winkelfunctie,1,88
0518010000442628,52.08708940163635,4.3387147339152925,"winkelfunctie,woonfunctie",1,94
0518010000443558,52.06419158212131,4.3070445401273405,"winkelfunctie,woonfunctie",1,74
0518010000441932,52.10689296229282,4.282257944654156,winkelfunctie,1,27
0518010000445419,52.07454412653123,4.305867485759903,winkelfunctie,1,97
0518010000443576,52.092247506902616,4.276303103962959,"winkelfunctie,woonfunctie",1,303
0518010000445435,52.10921101511472,4.281883562654727,bijeenkomstfunctie,1,55
0518010000448088,52.07508242641687,4.293718858038708,"kantoorfunctie,woonfunctie",1,206
0518010000445449,52.092897055668246,4.324619769346368,winkelfunctie,1,154
0518010000446406,52.09399993933586,4.282856848825197,kantoorfunctie,1,508
0518010000441964,52.075485092546046,4.280647167326378,bijeenkomstfunctie,1,87
0518010000446434,52.08069596710653,4.296890030452832,kantoorfunctie,1,130
0518010000444649,52.059115801017384,4.330147195336348,onderwijsfunctie,1,2849
0518010000448140,52.04846407685946,4.276209485051447,winkelfunctie,1,100
0518010000448148,52.078492066902626,4.311839611067661,kantoorfunctie,1,626
0518010000444677,52.091743124481226,4.307950315981826,"kantoorfunctie,woonfunctie",1,313
0518010000443657,52.076741544836864,4.310096507358133,"winkelfunctie,woonfunctie",1,109
0518010000443659,52.07640831980498,4.309375614162497,winkelfunctie,1,112
0518010000451122,52.08602066063334,4.346727824884683,kantoorfunctie,1,1136
0518010000445518,52.09209272753161,4.2997401077374,"kantoorfunctie,woonfunctie",1,275
0518010000445522,52.093356245590876,4.260092399901442,winkelfunctie,1,28
0518010000447276,52.07757951404957,4.3045801258812455,"kantoorfunctie,woonfunctie",1,170
0518010000448178,52.09992835130907,4.27198878276828,bijeenkomstfunctie,1,325
0518010000450162,52.072069963796224,4.3017315353367405,onderwijsfunctie,1,2158
0518010000444715,52.104201251428265,4.276732178396521,winkelfunctie,1,117
0518010000443691,52.078347217128076,4.285686491176391,winkelfunctie,1,86
0518010000442786,52.07686644715617,4.264472448904941,"kantoorfunctie,woonfunctie",1,129
0518010000448194,52.07854262686031,4.311773446884735,bijeenkomstfunctie,1,925
0518010000449191,52.06287740120266,4.31280154320577,kantoorfunctie,1,220
0518010000446538,52.07504021759741,4.313968267811167,winkelfunctie,1,68
0518010000442814,52.081526510358636,4.295472824316653,"winkelfunctie,woonfunctie",1,100
0518010000443737,52.07390530886061,4.316495320508546,winkelfunctie,1,60
0518010000446548,52.053458440161414,4.235405858822659,kantoorfunctie,1,1196
0518010000445590,52.04489152591813,4.25048290966983,kantoorfunctie,1,760
0518010000447324,52.04652403844853,4.278125338244388,bijeenkomstfunctie,1,141
0518010000445606,52.08276919499942,4.282772348833538,kantoorfunctie,1,17
0518010000449225,52.066736582177526,4.318680640993861,winkelfunctie,1,848
0518010000443765,52.073114072864655,4.282945814050462,"winkelfunctie,woonfunctie",1,54
0518010000451203,52.075970729604485,4.281569289245836,winkelfunctie,1,1393
0518010000442876,52.07719588639009,4.333555840667452,"winkelfunctie,woonfunctie",1,82
0518010000448282,52.06414550058155,4.314344356159843,winkelfunctie,1,3586
0518010000445666,52.04261373248655,4.241976712240544,bijeenkomstfunctie,1,181
0518010000449279,52.06754184745463,4.297122538538961,kantoorfunctie,1,231
0518010000449281,52.06741481840926,4.297669597404998,winkelfunctie,1,879
0518010000443847,52.106916294129476,4.27137839142628,bijeenkomstfunctie,1,93
0518010000448306,52.072449048712095,4.306724781952128,"kantoorfunctie,woonfunctie",1,42
0518010000444871,52.08559161588787,4.346755607647243,onderwijsfunctie,1,624
0518010000448328,52.11214772427147,4.283114705078282,bijeenkomstfunctie,1,6666
0518010000442942,52.08846847210633,4.354039678786172,winkelfunctie,1,123
0518010000444905,52.07765872288015,4.312355911789911,winkelfunctie,1,226
0518010000446702,52.07709297837499,4.271055746651778,winkelfunctie,1,472
0518010000442962,52.07476693452059,4.314440191780939,winkelfunctie,1,191
0518010000448364,52.08136707646269,4.29594145328796,kantoorfunctie,1,89
0518010000442976,52.09136761730297,4.277809020011883,"kantoorfunctie,woonfunctie",1,291
0518010000448378,52.07540275241049,4.293437348860562,"kantoorfunctie,woonfunctie",1,206
0518010000447467,52.07836216900009,4.318512986204138,kantoorfunctie,1,9207
0518010000444943,52.06896270219187,4.336577806291372,kantoorfunctie,1,671
0518010000447473,52.06666196979878,4.245657986983527,winkelfunctie,1,62
0518010000447477,52.0803896829123,4.318113745240007,kantoorfunctie,1,85
0518010000445786,52.11487729137462,4.284738926157194,winkelfunctie,1,31
0518010000445789,52.072579867431116,4.298950558215703,bijeenkomstfunctie,1,322
0518010000446743,52.06886732979761,4.3503095767417514,"bijeenkomstfunctie,kantoorfunctie",2,12891
0518010000445803,52.065712965589945,4.280670791705466,winkelfunctie,1,49
0518010000444985,52.05731012845444,4.2459633268130075,"winkelfunctie,woonfunctie",1,57
0518010000450368,52.084407366610364,4.314201282705253,kantoorfunctie,1,181
0518010000448428,52.081338848125945,4.319864957696586,kantoorfunctie,1,98
0518010000445821,52.10205424660683,4.301542880807706,kantoorfunctie,1,442
0518010000447527,52.11426199986748,4.282108767232603,bijeenkomstfunctie,1,218
0518010000447533,52.09993148569032,4.270033213734372,kantoorfunctie,1,220
0518010000446789,52.09240019377256,4.27988138320449,kantoorfunctie,1,467
0518010000448483,52.09584615236397,4.269844697399306,bijeenkomstfunctie,1,474
0518010000448495,52.06892637471576,4.303800956734737,bijeenkomstfunctie,1,120
0518010000451413,52.09033545433379,4.259789282878008,onderwijsfunctie,1,1241
0518010000449425,52.07797734929766,4.31818757917178,winkelfunctie,1,86
0518010000452144,52.04844681438768,4.2770421655308,winkelfunctie,1,160
0518010000451415,52.03888383171399,4.269477683799603,onderwijsfunctie,1,3261
0518010000447563,52.070001104218846,4.29922916756935,bijeenkomstfunctie,1,711
0518010000452158,52.077052096295134,4.309520441137983,winkelfunctie,1,2105
0518010000452160,52.077230774368275,4.309462466387668,winkelfunctie,1,379
0518010000445895,52.05490672612799,4.316960470832792,winkelfunctie,1,72
0518010000452162,52.077092171182265,4.309226982557031,winkelfunctie,1,98
0518010000446850,52.08552526494343,4.296517827526996,winkelfunctie,1,148
0518010000447593,52.07738987797721,4.305102570687865,"kantoorfunctie,woonfunctie",1,154
0518010000453149,52.07264952571628,4.300436071142329,winkelfunctie,1,70
0518010000445919,52.078496654969776,4.308228622225052,winkelfunctie,1,132
0518010000445927,52.091132557704306,4.311814697511919,kantoorfunctie,1,2118
0518010000453167,52.07768502729214,4.284423217284096,winkelfunctie,1,119
0518010000448535,52.07884760551076,4.308827939023212,winkelfunctie,1,616
0518010000445941,52.07437624399168,4.315355241364926,winkelfunctie,1,56
0518010000447631,52.114144208924365,4.282544857834753,winkelfunctie,1,72
0518010000447633,52.11414639877426,4.282628916253248,winkelfunctie,1,65
0518010000446900,52.106908462003716,4.28031718372574,bijeenkomstfunctie,1,230
0518010000448552,52.079279573988906,4.319889265728019,bijeenkomstfunctie,1,198
0518010000447641,52.06314203432157,4.321944253073015,kantoorfunctie,1,728
0518010000454158,52.09203525628352,4.308864364282764,kantoorfunctie,1,77
0518010000454162,52.069997277996876,4.378920400469389,logiesfunctie,1,25
0518010000450506,52.05507711842741,4.312204085085073,kantoorfunctie,1,75
0518010000445989,52.07378402452713,4.323971332164479,"kantoorfunctie,woonfunctie",1,250
0518010000445991,52.08345902473683,4.2978628132963905,kantoorfunctie,1,162
0518010000454174,52.08296435089473,4.294125227887192,winkelfunctie,1,180
0518010000447719,52.07604163210114,4.318480313240673,kantoorfunctie,1,953
0518010000452242,52.0971131842219,4.2659436839771425,logiesfunctie,1,67
0518010000448622,52.059258548942104,4.231215553884089,winkelfunctie,1,151
0518010000450578,52.041443850509914,4.369954094550825,winkelfunctie,1,230
0518010000454242,52.04591244261084,4.249752909208304,kantoorfunctie,1,84
0518010000449571,52.063734259125226,4.3150959775924065,winkelfunctie,1,742
0518010000454250,52.04202004981534,4.283632810105678,bijeenkomstfunctie,1,65
0518010000452276,52.05880237326191,4.300955079061778,"kantoorfunctie,woonfunctie",1,141
0518010000453281,52.07877886908564,4.306636120902012,"kantoorfunctie,woonfunctie",1,209
0518010000451581,52.0791529092922,4.336284795600724,bijeenkomstfunctie,1,195
0518010000454260,52.08997723817642,4.320084285311551,winkelfunctie,1,124
0518010000455150,52.06629499368813,4.307496411628685,bijeenkomstfunctie,1,360
0518010000455153,52.081300914319584,4.320692724848845,kantoorfunctie,1,256
0518010000450626,52.058351041681306,4.301503382902507,"kantoorfunctie,woonfunctie",1,141
0518010000448684,52.048190057619074,4.277076465344551,winkelfunctie,1,195
0518010000453323,52.06938592676324,4.323635067907262,winkelfunctie,1,340
0518010000449612,52.093230814668615,4.276062936610989,winkelfunctie,1,555
0518010000453339,52.08499402714768,4.338865760038623,winkelfunctie,1,41
0518010000451633,52.07948561950309,4.316447163931366,bijeenkomstfunctie,1,301
0518010000455181,52.06830919693285,4.292101768357579,winkelfunctie,1,111
0518010000454292,52.07471384350385,4.299364409049815,kantoorfunctie,1,932
0518010000447845,52.06328464601051,4.323030840786683,onderwijsfunctie,1,1263
0518010000455193,52.07739253304753,4.31038336408889,bijeenkomstfunctie,1,933
0518010000456152,52.11556853540818,4.288046033985848,logiesfunctie,1,321
0518010000456163,52.0558183706349,4.274431708278552,winkelfunctie,1,108
0518010000451661,52.07975675296791,4.280618405320032,winkelfunctie,1,256
0518010000456189,52.063242537216475,4.251663992015441,bijeenkomstfunctie,1,205
0518010000447878,52.08199975033641,4.328374272241076,kantoorfunctie,1,5999
0518010000452343,52.0970450893184,4.2657239743012765,logiesfunctie,1,136
0518010000455217,52.07764877233436,4.309895371204137,kantoorfunctie,1,667
0518010000447884,52.03586005685345,4.261059891438056,bijeenkomstfunctie,1,732
0518010000453387,52.07569956738669,4.326180187840259,gezondheidszorgfunctie,1,49
0518010000452345,52.09679138865809,4.265374315222603,logiesfunctie,1,117
0518010000452349,52.088150105685024,4.301939337539841,gezondheidszorgfunctie,1,516
0518010000456228,52.056167081557504,4.275114957320549,winkelfunctie,1,107
0518010000447920,52.06879781376543,4.301872818980263,kantoorfunctie,1,159
0518010000456278,52.10369826866848,4.317315796487841,kantoorfunctie,1,2831
0518010000447936,52.069956103419635,4.3219670581283784,"kantoorfunctie,winkelfunctie",2,227
0518010000447952,52.046689039898865,4.239858053119398,kantoorfunctie,1,148
0518010000448845,52.07909109721323,4.315545638144138,winkelfunctie,1,238
0518010000453469,52.05390794187101,4.236676395505437,winkelfunctie,1,750
0518010000456308,52.08063127926021,4.338275053133168,onderwijsfunctie,1,503
0518010000456324,52.06001909479365,4.230706248377419,winkelfunctie,1,164
0518010000455307,52.074793739615814,4.315193777182432,winkelfunctie,1,63
0518010000455309,52.08506118425316,4.285510958121904,logiesfunctie,1,827
0518010000453507,52.07606351731256,4.313660961401512,winkelfunctie,1,140
0518010000456358,52.07572375824506,4.304553324097706,"logiesfunctie,woonfunctie",1,49
0518010000453511,52.034861247198826,4.265137218853802,winkelfunctie,1,72
0518010000450832,52.06326000956796,4.304948235454792,onderwijsfunctie,1,281
0518010000456372,52.08716973491611,4.304116409755564,kantoorfunctie,1,769
0518010000450834,52.09247832705966,4.276221834308109,bijeenkomstfunctie,1,41
0518010000448018,52.048721515132186,4.275877795088831,winkelfunctie,1,58
0518010000448899,52.07590520414398,4.310848733240013,winkelfunctie,1,3701
0518010000448036,52.05907423047587,4.300624797056394,"kantoorfunctie,woonfunctie",1,139
0518010000448911,52.09109286786346,4.30404360829193,kantoorfunctie,1,416
0518010000456426,52.06022429111519,4.2305303410183575,winkelfunctie,1,164
0518010000456428,52.05871766906011,4.231154891639643,winkelfunctie,1,164
0518010000450874,52.039560476735964,4.355256059049224,kantoorfunctie,1,3176
0518010000455357,52.064327201322364,4.363449831844011,winkelfunctie,1,27
0518010000450898,52.07226895981662,4.311098186536426,winkelfunctie,1,75
0518010000456452,52.107181996053754,4.27555720345219,"winkelfunctie,woonfunctie",1,91
0518010000454486,52.07673264599186,4.3079384460400805,bijeenkomstfunctie,1,167
0518010000456456,52.10426403061299,4.279002645918364,"winkelfunctie,woonfunctie",1,108
0518010000454490,52.097062016552876,4.265867717052864,logiesfunctie,1,67
0518010000452523,52.08575422102338,4.308962736117152,kantoorfunctie,1,71
0518010000452529,52.08501507991947,4.312695424223895,winkelfunctie,1,123
0518010000454494,52.08887208875904,4.309265885290322,winkelfunctie,1,268
0518010000455391,52.07935978477508,4.266434426920535,"kantoorfunctie,woonfunctie",1,106
