identificatie,lat,lon,gebruiksdoel,activity_function_count,oppervlakte_m2
0518010000376554,52.076219472079316,4.308974416422136,winkelfunctie,1,325
0518010000369371,52.0869457431336,4.337143783870623,"winkelfunctie,woonfunctie",1,91
0518010000370294,52.10683810344763,4.28315868069166,bijeenkomstfunctie,1,280
0518010000375563,52.038670617062174,4.267812332761708,"winkelfunctie,woonfunctie",1,141
0518010000377574,52.06981099394383,4.326635205791729,winkelfunctie,1,53
0518010000369389,52.08598435152109,4.299778541473698,"kantoorfunctie,woonfunctie",1,329
0518010000372851,52.044963533657494,4.284915833963948,bijeenkomstfunctie,1,2707
0518010000375581,52.08354690029191,4.330735362341437,bijeenkomstfunctie,1,93
0518010000372065,52.0708180222227,4.273804802803675,"kantoorfunctie,woonfunctie",1,89
0518010000371287,52.10233439114185,4.285325747386392,"kantoorfunctie,woonfunctie",1,250
0518010000373760,52.06976813060537,4.275364633621067,"winkelfunctie,woonfunctie",1,127
0518010000377644,52.06645531405523,4.2837066608819585,winkelfunctie,1,214
0518010000372099,52.096351190319886,4.270664665105852,"winkelfunctie,woonfunctie",1,166
0518010000375633,52.10459271887528,4.324036936008794,winkelfunctie,1,248
0518010000373782,52.06275876971861,4.293608695746788,"winkelfunctie,woonfunctie",1,68
0518010000376632,52.07645821939921,4.282090695701587,winkelfunctie,1,122
0518010000377667,52.05357410791485,4.234938925367494,kantoorfunctie,1,1157
0518010000376640,52.073930817439376,4.316429884754056,"winkelfunctie,woonfunctie",1,96
0518010000372909,52.094362837612174,4.306923857911372,"kantoorfunctie,woonfunctie",1,268
0518010000374659,52.09239654369567,4.265930233081595,winkelfunctie,1,187
0518010000371350,52.086280253992655,4.279109617663521,winkelfunctie,1,34
0518010000372921,52.06226343521247,4.286442300993809,"winkelfunctie,woonfunctie",1,92
0518010000375659,52.0754458037357,4.313578193910084,winkelfunctie,1,133
0518010000370394,52.080181214133034,4.2723998392785845,kantoorfunctie,1,87
0518010000377697,52.07526379049142,4.29817219636567,onderwijsfunctie,1,1212
0518010000372932,52.08006833233872,4.288986696541085,winkelfunctie,1,45
0518010000376668,52.07545424742024,4.327856404893908,"kantoorfunctie,woonfunctie",1,81
0518010000371361,52.07703148843328,4.310934909964018,winkelfunctie,1,582
0518010000371363,52.0772790474468,4.311494029247923,winkelfunctie,1,741
0518010000372949,52.07965344631103,4.309975822474998,kantoorfunctie,1,163
0518010000370416,52.079884170385924,4.2771315803908925,"kantoorfunctie,woonfunctie",1,121
0518010000378515,52.052451096474016,4.262118244190218,bijeenkomstfunctie,1,131
0518010000372163,52.07137946755674,4.275701663014138,"winkelfunctie,woonfunctie",1,110
0518010000370424,52.07896876123242,4.30775364588966,bijeenkomstfunctie,1,102
0518010000376688,52.07649318988411,4.3097911650553575,winkelfunctie,1,600
0518010000376690,52.076081461397294,4.308877436804105,winkelfunctie,1,74
0518010000371390,52.070535559266126,4.285100547686479,winkelfunctie,1,162
0518010000378535,52.06037358898678,4.33049426108347,winkelfunctie,1,96
0518010000376694,52.062909544798536,4.2270098110758445,winkelfunctie,1,138
