percentage_met_herkomstland_buiten_europa_tercile,mean_distance,median_distance,std_distance,mean_pct_500m,n_buurten,n_observations,variable,tercile_label,personenautos_per_huishouden_tercile,gemiddeld_inkomen_per_inwoner_tercile,gemiddelde_woz_waarde_tercile
1.0,2061.479242463314,1911.8878362006208,1459.005580561796,20.421377107815513,62,62,percentage_met_herkomstland_buiten_europa,Low migration,,,
2.0,1736.1317304445026,1273.4998027494266,1496.0946371422747,32.77126293280264,50,50,percentage_met_herkomstland_buiten_europa,Medium migration,,,
3.0,1756.8799413878205,1477.6421066317575,1372.595642268307,24.986695451501326,56,56,percentage_met_herkomstland_buiten_europa,High migration,,,
,985.7164900614847,611.1375537937535,955.25749169529,47.009669820132515,55,55,personenautos_per_huishouden,Low car ownership,1.0,,
,1553.9333103768004,1437.6860183023116,1113.2618669865074,24.832427244057833,59,59,personenautos_per_huishouden,Medium car ownership,2.0,,
,3147.975233500077,3155.241253741542,1373.127684645189,4.594315878526357,49,49,personenautos_per_huishouden,High car ownership,3.0,,
,1468.4540026813252,1098.9051941527111,1023.7413835672494,21.596318214629928,35,35,gemiddeld_inkomen_per_inwoner,Low income,,1.0,
,1488.8802426806715,516.7585018066674,1661.7806871582595,47.80663605569992,32,32,gemiddeld_inkomen_per_inwoner,Medium income,,2.0,
,1093.0700418304277,375.5811584445824,1271.5734253304197,54.110882511574516,34,34,gemiddeld_inkomen_per_inwoner,High income,,3.0,
,1377.8325683702376,1040.3685288554796,986.2009491814754,24.158728561559535,34,34,gemiddelde_woz_waarde,Low WOZ,,,1.0
,1274.9490882096616,483.21498707280585,1398.1503735838126,49.81850040477766,35,35,gemiddelde_woz_waarde,Medium WOZ,,,2.0
,1447.5019231729223,564.0711789629079,1566.665274886807,45.894388571404,34,34,gemiddelde_woz_waarde,High WOZ,,,3.0
