area_level,area_label,pct_covered_by_same_area_station,pct_has_outside_area_option,pct_only_outside_area_options,pct_nearest_station_outside_area
pc4,PC4,78.95190740342942,79.08535709153614,10.2144704698951,27.02902715907458
pc6,PC6,5.073667850238189,98.69844805288116,94.2301336398908,94.89905158787182
buurten,CBS buurten,77.87658423785997,84.49274321023135,11.437347320017244,27.859606265268
wijken,CBS wijken,84.54396694423735,66.20275901710015,3.855079752838052,14.865641615174594
k20_zones,Service zones (K=20),87.08159061903739,36.92412702974565,0.9692484552378215,5.347032619629257
