hour,mean_distance,std_distance,mean_pct_500m,std_pct_500m,mean_n_bikes,mean_covered_addresses_per_bike_500m,n_days
0,1474.9346013466427,45.41770890722895,38.059795176016664,0.892246167652789,297.3152173913044,405.5805318021869,92
1,1474.9129590910566,45.429897499657926,38.05926982079412,0.8905984057930298,297.2282608695652,405.71697660031026,92
2,1475.1216107596367,45.58960425663006,38.05716153251544,0.8954811184133566,297.44565217391306,405.38517940070125,92
3,1475.5354358544396,45.97112566437836,38.05374157302754,0.9043624670415316,297.5652173913044,405.18080386483655,92
4,1475.6242455666304,45.97348194127266,38.05346344379207,0.9043723513387238,297.6304347826087,405.08966994765325,92
5,1475.6447597111967,45.993891611399235,38.05162298366605,0.9059680009652722,297.60869565217394,405.0988358002316,92
6,1475.6392691080782,46.00248364835233,38.054215422836094,0.9060170472108099,297.67391304347825,405.04039505911595,92
7,1475.6538222793145,45.96541920490766,38.05179123468504,0.904762142728064,297.69565217391306,404.980452497167,92
8,1475.726881965968,45.932927419345766,38.04607756742814,0.9033450587282528,297.10869565217394,405.70900255624167,92
9,1475.8201760309646,45.82135709619028,38.04842278061111,0.8990254670342405,296.5652173913044,406.47082802202834,92
10,1476.0437765577171,45.96693820475636,38.04228676895963,0.9080941923878625,296.0108695652174,407.16387869299837,92
11,1475.3257405974693,45.737593183599024,38.05200412372947,0.9057404468547686,295.17391304347825,408.4340515670376,92
12,1476.412625051423,46.2620706207921,38.029008673237016,0.9284485724305974,294.3369565217391,409.3665904984096,92
13,1477.2366260317358,46.74335322622242,37.99967118943719,0.9418345091193819,293.05434782608694,410.8507016478183,92
14,1478.6911819480235,45.30734939688995,37.983179155882574,0.9124859824591028,292.42391304347825,411.63032807679724,92
15,1478.544997932873,45.12477485623188,37.98452173034018,0.9088164491649335,291.9782608695652,412.29356999678964,92
16,1478.3026098859411,45.00734899944293,37.987557116070406,0.8930318200780744,292.32608695652175,411.8025797095916,92
17,1478.1247291799737,45.05548455753297,37.984271070658835,0.8993235836121165,292.8478260869565,411.0289045525963,92
18,1477.7180880017445,44.94625917723258,38.0013262300729,0.8886544031819252,294.6304347826087,408.6832389961709,92
19,1477.271344536532,44.68902331832006,38.010490760066084,0.8872711350883024,294.89130434782606,408.354617811738,92
20,1476.704901643364,44.17655781790084,38.02233357158593,0.8787736924188861,295.5217391304348,407.6495880085038,92
21,1477.1810869730723,44.52973706836766,38.021890625025755,0.8829765269913662,296.2173913043478,406.68509018009865,92
22,1476.9843264489657,44.45276801130645,38.02343922113925,0.8830171087167771,296.3152173913044,406.5793341150591,92
23,1477.6114992206237,45.738353285246376,38.016386413119015,0.9106686731160148,296.5978260869565,406.09864866183574,92
