buurt_idx,n_houses,total_addresses,mean_distance,pct_within_100m,pct_within_250m,pct_within_500m,date,hour
0,0,0,,,,,2024-05-19,0
1,1,1,1369.6245679047643,0.0,0.0,0.0,2024-05-19,0
2,0,0,,,,,2024-05-19,0
3,2265,4088,180.29020449242392,28.180039138943247,78.79158512720157,96.23287671232876,2024-05-19,0
4,316,662,289.6205626881885,0.4531722054380665,35.95166163141994,98.94259818731118,2024-05-19,0
5,478,676,721.4209238923254,0.0,18.34319526627219,25.443786982248522,2024-05-19,0
6,551,774,220.10121044654636,8.785529715762273,60.72351421188631,100.0,2024-05-19,0
7,604,1293,675.4732033668975,0.0,0.0,26.759474091260632,2024-05-19,0
8,820,1803,471.79417123265165,4.492512479201332,21.07598447032723,53.02273987798114,2024-05-19,0
9,1293,1758,378.74986251753853,6.2002275312855515,20.25028441410694,75.59726962457339,2024-05-19,0
10,698,1136,420.5096655654277,0.0,5.985915492957746,62.676056338028175,2024-05-19,0
11,856,1084,191.82687817643867,14.944649446494465,72.97047970479706,100.0,2024-05-19,0
12,2030,3678,472.55712408446544,4.105492115280043,24.225122349102772,53.77922784121806,2024-05-19,0
13,302,455,652.7758350967586,0.0,0.0,5.934065934065933,2024-05-19,0
14,1033,1764,492.5607118485671,0.0,0.5102040816326531,53.74149659863946,2024-05-19,0
15,1810,2948,203.49304200924186,16.689280868385346,70.5563093622795,99.8303934871099,2024-05-19,0
16,1846,3146,617.93463482466,0.0,2.670057215511761,30.705657978385254,2024-05-19,0
17,1167,2213,724.5695900532389,0.0,0.0,0.0,2024-05-19,0
18,593,940,477.41119014412436,0.0,13.404255319148936,52.02127659574468,2024-05-19,0
19,1646,2719,566.6549335475348,0.0,5.627068775285031,37.21956601691798,2024-05-19,0
20,3441,5180,291.88429066583706,7.548262548262548,48.3976833976834,86.25482625482626,2024-05-19,0
21,1224,2289,186.32593766824132,13.936216688510267,77.37003058103976,100.0,2024-05-19,0
22,254,407,379.006850296364,0.0,32.432432432432435,74.93857493857494,2024-05-19,0
