hour,mean_distance,std_distance,mean_pct_500m,std_pct_500m,mean_n_bikes,mean_covered_addresses_per_bike_500m,n_days
0,407.34767362188154,69.32594126818886,78.039380637913,4.78499040635643,805.1139240506329,311.05944708814656,79
1,407.5657681652142,69.84163793435893,78.06482857193583,4.840284846052409,802.8101265822785,312.0165073548537,79
2,407.75362833054095,69.37062910793694,78.0985898709545,4.778298950017094,803.7341772151899,311.9210414845175,79
3,407.44305126203597,69.33362529739263,78.20184914189598,4.723105875237951,806.3037974683544,311.2934228738392,79
4,406.4575518612882,68.3141700442707,78.27739319745213,4.68031353630726,807.4556962025316,311.09486763526326,79
5,406.52589351849514,68.52728337261625,78.30597613780336,4.73138235099239,807.3291139240506,311.22695585261215,79
6,406.61756871091114,68.34644467802042,78.26561693005785,4.689548444542579,807.9493670886076,310.77578151112385,79
7,406.1156504457665,68.87457841353863,78.31628886908005,4.718789037629375,807.0126582278481,311.2903957757936,79
8,406.4208124341577,69.41735675072256,78.27017948391078,4.72933216508309,802.746835443038,312.7623351162242,79
9,408.8449388841977,68.55749007338834,78.14648269084631,4.76342524461961,796.8481012658228,314.40790562389554,79
10,411.04885888107094,68.95537868293414,78.06885129689293,4.773816055544707,798.0126582278481,313.66081037802707,79
11,412.9259573562871,69.90968942281894,77.95004310818258,4.796408712752013,795.4230769230769,314.02798899797114,78
12,414.1680554694192,69.2276564301716,77.82421370901767,4.729493804818107,792.9615384615385,314.4105686620183,78
13,415.3908681767013,69.0999951334345,77.76742463196045,4.709056739463692,789.6153846153846,315.45042806552357,78
14,415.7975874179536,68.61274253445329,77.67414911964374,4.6619666670129565,791.7948717948718,314.21149665442226,78
15,416.7496919240072,68.50091616783827,77.56463716388659,4.643965631289681,791.4102564102565,313.9704595539018,78
16,416.14054001759297,68.68454611875651,77.599297049884,4.72717833250331,791.6153846153846,313.9417988748394,78
17,415.68597176656584,68.60492951210827,77.5884552042641,4.70083588115352,791.2179487179487,313.9586156092466,78
18,413.57950083240627,68.23868091982062,77.61472754365008,4.704102460361363,793.9102564102565,313.1195900631727,78
19,412.50344749310506,68.3013866665203,77.65239252843342,4.724793308234497,797.5897435897435,311.84144095574806,78
20,411.6233565916227,68.95164567622052,77.65144077881793,4.757705193270658,799.6410256410256,311.106179121326,78
21,411.6103331417244,68.71186987907416,77.65969872548172,4.704615962373179,800.0384615384615,311.04745585808723,78
22,410.5703526261662,69.07176322981361,77.73690384429085,4.735808432478503,801.5769230769231,310.8070661325492,78
23,408.3968156910396,69.11063916290374,77.86625674203228,4.771675881131506,803.8333333333334,310.4501230368497,78
