year,month,hour,weekday,mean_distance,mean_pct_500m,mean_n_bikes,mean_covered_addresses_per_bike_500m,n_days
2023,2,0,False,1154.750900507768,42.62859494054764,355.375,380.79525724181354,8
2023,2,0,True,1163.6262058651866,42.45373646369047,364.8,369.67006266251053,20
2023,2,1,False,1154.8530536876422,42.61216814718407,354.875,381.2976998923542,8
2023,2,1,True,1164.121972014611,42.35231680966401,365.05,368.4939540256857,20
2023,2,2,False,1154.6383285179475,42.660342877721476,354.875,381.71022467409506,8
2023,2,2,True,1158.56051243228,42.41728161841822,364.85,369.22750341924586,20
2023,2,3,False,1155.1030981546323,42.63582115012825,353.625,382.9949162994743,8
2023,2,3,True,1158.239546619645,42.433202971986,365.15,369.07236652426934,20
2023,2,4,False,1155.671929677028,42.53106085495141,353.625,382.03477194304077,8
2023,2,4,True,1158.245894263451,42.433202971986,365.1,369.13640970771905,20
2023,2,5,False,1155.3461337491221,42.610628135306236,354.5,381.87873585544776,8
2023,2,5,True,1158.222738936339,42.433202971986,365.1,369.12770816616734,20
2023,2,6,False,1156.6836406914208,42.39253876091434,355.5,378.86951524511574,8
2023,2,6,True,1158.5114718049565,42.39508965238378,364.7,369.1971841773073,20
2023,2,7,False,1156.7173854347398,42.416349713794716,354.875,379.75856058009884,8
2023,2,7,True,1158.506856701186,42.39524760231997,364.5,369.3893893370515,20
2023,2,8,False,1156.4755179823248,42.41950871251848,356.125,378.359305610948,8
2023,2,8,True,1158.8607293765815,42.35517570350901,363.6,369.9166181168607,20
2023,2,9,False,1156.46955496006,42.415796889018054,355.25,379.22079762080125,8
2023,2,9,True,1159.8304333826125,42.23355425264408,362.55,369.89651064672375,20
2023,2,10,False,1155.903698983998,42.55341077092205,355.125,380.7101432068624,8
2023,2,10,True,1165.5534709765775,42.166804609610935,362.75,369.0988173757348,20
2023,2,11,False,1157.8336334848796,42.18827000593892,350.875,381.94446901377114,8
2023,2,11,True,1165.8926841260698,42.13862634099496,361.7,369.9152396378264,20
2023,2,12,False,1158.8490505671525,42.03707242952274,349.875,381.4612585506218,8
