year,month,hour,mean_distance,std_distance,mean_pct_500m,std_pct_500m,mean_n_bikes,mean_covered_addresses_per_bike_500m,n_days
2026,1,0,484.55658036174066,19.46702066880194,72.70710701342554,0.9159034881814544,678.0322580645161,340.8402008821826,31
2026,1,1,485.1649547223774,18.86473732569936,72.67792194134533,0.9095959194190651,676.1612903225806,341.61775985481097,31
2026,1,2,484.77870844179756,18.555149157797924,72.79952301157336,0.8479829789364369,676.4193548387096,342.15466570921524,31
2026,1,3,484.30247841848984,19.624151908192907,72.96804030800848,0.8216280835072491,678.741935483871,341.6741379792914,31
2026,1,4,482.3589785560965,18.35066813250904,73.04927752680156,0.770645486628095,680.1935483870968,341.20426589645416,31
2026,1,5,482.67570469638207,18.28987127601437,73.01602651765431,0.8065732802363152,680.0,341.1236938467971,31
2026,1,6,482.2490157880928,19.35397149742366,73.04261305852626,0.785849172023342,681.0,340.65932255021494,31
2026,1,7,482.45830224058,19.447139265015842,73.03874073751004,0.7783004515395872,680.516129032258,340.8605610653759,31
2026,1,8,483.5026290505701,19.839812157762623,72.96363809043214,0.8416621530609367,676.7096774193549,342.37053993546755,31
2026,1,9,485.5639672591717,19.76002674583785,72.79487622635388,0.9744537060828077,673.7096774193549,343.0298839789568,31
2026,1,10,488.36466023854933,18.676135456010684,72.76014762102939,1.0495720139822584,675.258064516129,342.1938253231514,31
2026,1,11,490.7804302183689,18.49561449992336,72.64092089500345,1.114602854306029,676.741935483871,340.8977948798463,31
2026,1,12,491.22596500558603,18.47140642434779,72.60890291439033,1.1197050547572065,676.6129032258065,340.84911383863584,31
2026,1,13,492.2533629620846,17.59666977588629,72.61021746547215,1.1866787346497585,675.2903225806451,341.46901432621786,31
2026,1,14,491.97091045246884,17.827199771537583,72.58543461096828,1.1588036277635023,677.3225806451613,340.3062543343445,31
2026,1,15,492.9132277594268,18.585679804984874,72.45953322634857,1.1195035712652037,676.3548387096774,340.24834039294217,31
2026,1,16,492.9188095028074,17.96966535094386,72.38283069927188,1.1116908838435051,676.4193548387096,339.760375086888,31
2026,1,17,492.52694464871644,18.738503696531406,72.38604064958795,1.0158496660364826,676.8709677419355,339.4864106409651,31
2026,1,18,489.60542428672534,19.701342593442423,72.45125868775601,1.1141707572983588,677.516129032258,339.5003975620552,31
2026,1,19,488.70371557036964,19.82672905862746,72.4659633172992,1.1894022512606137,679.1612903225806,338.6838524108301,31
2026,1,20,488.2518958808808,20.332790597147177,72.44752903119827,1.217136381763608,679.9032258064516,338.2073019615538,31
2026,1,21,488.10811275276376,20.85509238124201,72.49542352797792,1.2677273753892715,679.4516129032259,338.6643608235139,31
2026,1,22,487.61146463702187,20.67716143664878,72.51779127700587,1.2211694416923962,680.1290322580645,338.46125606231504,31
2026,1,23,485.5041531181416,20.019675635337055,72.5895922609015,1.066566959469384,681.4516129032259,338.13802052064165,31
2026,2,0,364.48908433872344,45.236209844872434,81.0876951584283,3.2212506580223383,874.1428571428571,295.2426948138988,28
2026,2,1,364.5976539929749,46.509172859468315,81.14048428353007,3.314786471280555,871.0357142857143,296.47090188964097,28
2026,2,2,365.16564096549894,46.300701843752684,81.11420818343132,3.330975533006375,871.5714285714286,296.2316514936507,28
2026,2,3,365.12522335532515,46.18367741978022,81.13302679011431,3.3188955845173154,875.0357142857143,295.0733153115464,28
2026,2,4,364.90905412506294,45.25971394088739,81.22299056091182,3.1723541979790024,876.2857142857143,295.03673314092305,28
2026,2,5,364.6893849485459,45.48449263925908,81.31365382428385,3.195807653689944,876.0357142857143,295.43732710674624,28
2026,2,6,365.13871949822226,45.78760677150898,81.2619252201822,3.223850143004944,876.5714285714286,295.01427109619607,28
2026,2,7,364.6382810777113,45.654063395080826,81.29811831984591,3.1665094977378647,875.5,295.5220981726951,28
2026,2,8,365.0088933464058,45.25541468600708,81.20927148074004,3.0774582979417127,873.3214285714286,296.0375592874219,28
2026,2,9,366.9628227100243,42.86248372971906,81.14303404678567,3.0592320778646553,868.1428571428571,297.5720599534773,28
2026,2,10,368.9814959927931,43.044273035975664,81.01603101595204,3.1796870315697228,867.6785714285714,297.2705906386736,28
2026,2,11,368.8038858824604,42.87123341768836,81.03577475797556,3.0694508092094335,867.4285714285714,297.45865274996135,28
2026,2,12,370.01977020823045,42.74269541576362,80.92238926806901,3.10641445871621,865.1785714285714,297.77680240829886,28
2026,2,13,371.20989733257375,43.20751488429159,80.79006106795818,3.1610618758030316,863.0714285714286,297.9542671494645,28
