buurt_idx,n_houses,total_addresses,mean_distance,pct_within_100m,pct_within_250m,pct_within_500m,date,hour
0,0,0,,,,,2025-02-04,0
1,1,1,2568.1078748651607,0.0,0.0,0.0,2025-02-04,0
2,0,0,,,,,2025-02-04,0
3,2265,4088,262.5273624877776,24.045988258317024,55.088062622309195,86.20352250489238,2025-02-04,0
4,316,662,304.2016610961974,6.948640483383686,32.17522658610272,89.87915407854985,2025-02-04,0
5,478,676,589.0675829480011,2.9585798816568047,18.19526627218935,33.13609467455622,2025-02-04,0
6,551,774,200.29290570902555,8.785529715762273,73.25581395348837,100.0,2025-02-04,0
7,604,1293,405.9896031744198,3.3255993812838365,25.135344160866204,64.96519721577727,2025-02-04,0
8,820,1803,245.205014026101,12.146422628951747,49.19578480310594,98.89073765945646,2025-02-04,0
9,1293,1758,526.0128409515625,1.0807736063708762,9.442548350398178,38.33902161547213,2025-02-04,0
10,698,1136,287.8875351297153,14.43661971830986,36.443661971830984,90.3169014084507,2025-02-04,0
11,856,1084,149.36165476326974,28.321033210332104,89.11439114391145,100.0,2025-02-04,0
12,2030,3678,244.15810965136805,8.673191952147906,51.576943991299615,99.26590538336052,2025-02-04,0
13,302,455,444.82478296274127,0.0,0.0,65.27472527472527,2025-02-04,0
14,1033,1764,195.1601410606336,12.414965986394558,72.95918367346938,100.0,2025-02-04,0
15,1810,2948,152.6819137994364,24.219810040705564,95.01356852103122,100.0,2025-02-04,0
16,1846,3146,139.82900707601038,32.73998728544183,90.75015893197711,100.0,2025-02-04,0
17,1167,2213,266.27012756018814,7.410754631721645,40.80433800271125,99.32218707636692,2025-02-04,0
18,593,940,194.6492377098607,3.2978723404255317,83.61702127659575,100.0,2025-02-04,0
19,1646,2719,230.2668824766062,10.150790731886723,55.82934902537697,100.0,2025-02-04,0
20,3441,5180,175.04926103719697,17.7027027027027,82.02702702702702,100.0,2025-02-04,0
21,1224,2289,161.08030493553713,27.391874180865006,84.70948012232415,100.0,2025-02-04,0
22,254,407,247.4871022107057,0.4914004914004914,49.631449631449634,100.0,2025-02-04,0
23,785,1634,209.75724479395814,14.443084455324357,61.99510403916769,100.0,2025-02-04,0
24,1765,3033,146.77575949421416,26.67326079788988,92.35080778107483,100.0,2025-02-04,0
25,653,1107,554.9888837811556,0.0,0.0,17.976513098464316,2025-02-04,0
26,1323,3207,260.8494016532994,6.828811973807297,42.56314312441534,99.90645463049579,2025-02-04,0
27,1521,3433,248.46577402716167,10.806874453830469,49.024177104573255,100.0,2025-02-04,0
28,1773,2076,328.8047643171411,2.5529865125240847,28.034682080924856,90.22157996146436,2025-02-04,0
29,100,210,841.1596477155612,0.0,0.0,0.0,2025-02-04,0
30,1031,2968,766.6022054588889,0.0,0.0,14.656334231805928,2025-02-04,0
31,550,550,758.4635260746909,0.0,0.0,21.636363636363637,2025-02-04,0
32,655,1002,294.58876014547286,11.87624750499002,53.39321357285429,84.73053892215569,2025-02-04,0
33,2374,3319,1172.097108615921,0.0,0.030129557095510694,9.701717384754444,2025-02-04,0
34,157,201,645.0164730984114,0.0,0.0,0.0,2025-02-04,0
35,3724,5534,416.5759540399021,4.029634983736899,22.35272858691724,66.84134441633537,2025-02-04,0
36,1596,2997,300.2547130252049,7.340674007340674,42.34234234234234,89.4894894894895,2025-02-04,0
37,346,1194,385.95154907462796,0.0,16.834170854271356,79.5644891122278,2025-02-04,0
38,2317,3640,712.3446129224042,0.0,0.0,20.686813186813186,2025-02-04,0
39,844,1995,670.5596233513783,0.0,0.0,8.771929824561402,2025-02-04,0
40,401,1166,1104.4402956542694,0.0,0.0,0.0,2025-02-04,0
41,687,2180,829.0500719977969,0.0,0.0,0.0,2025-02-04,0
42,2008,3202,382.9924511392344,4.62211118051218,21.299188007495314,79.04434728294815,2025-02-04,0
43,643,1314,330.6135514774951,1.750380517503805,22.526636225266362,97.86910197869102,2025-02-04,0
44,1650,3794,228.86974561982095,12.519768054823405,58.22351080653664,100.0,2025-02-04,0
