artifact_type,provider,city,date,path,size_bytes,modified_at_utc
other,,,2026-03-01,raw_staging/2026/03/01/00/ns_ov_fiets_fietsData_202603010049.tar.gz,14350,2026-02-28T23:49:42Z
other,,,2026-03-01,raw_staging/2026/03/01/00/ns_ov_fiets_fietsData_202603010050.tar.gz,14345,2026-02-28T23:50:42Z
other,,,2026-03-01,raw_staging/2026/03/01/00/ns_ov_fiets_fietsData_202603010051.tar.gz,14345,2026-02-28T23:51:42Z
other,,,2026-03-01,raw_staging/2026/03/01/00/ns_ov_fiets_fietsData_202603010052.tar.gz,14344,2026-02-28T23:52:42Z
other,,,2026-03-01,raw_staging/2026/03/01/00/ns_ov_fiets_fietsData_202603010053.tar.gz,14344,2026-02-28T23:53:42Z
other,,,2026-03-01,raw_staging/2026/03/01/00/ns_ov_fiets_fietsData_202603010054.tar.gz,14345,2026-02-28T23:54:42Z
other,,,2026-03-01,raw_staging/2026/03/01/00/ns_ov_fiets_fietsData_202603010055.tar.gz,14345,2026-02-28T23:55:42Z
other,,,2026-03-01,raw_staging/2026/03/01/00/ns_ov_fiets_fietsData_202603010056.tar.gz,14340,2026-02-28T23:56:42Z
other,,,2026-03-01,raw_staging/2026/03/01/00/ns_ov_fiets_fietsData_202603010057.tar.gz,14340,2026-02-28T23:57:42Z
other,,,2026-03-01,raw_staging/2026/03/01/00/ns_ov_fiets_fietsData_202603010058.tar.gz,14341,2026-02-28T23:58:42Z
other,,,2026-03-01,raw_staging/2026/03/01/00/ns_ov_fiets_fietsData_202603010059.tar.gz,14345,2026-02-28T23:59:42Z
other,,,2026-03-01,raw_staging/2026/03/01/01/donkey_denHaag_fietsData_202603010100.tar.gz,79883,2026-03-01T00:00:38Z
other,,,2026-03-01,raw_staging/2026/03/01/01/donkey_denHaag_fietsData_202603010102.tar.gz,79829,2026-03-01T00:02:38Z
other,,,2026-03-01,raw_staging/2026/03/01/01/donkey_denHaag_fietsData_202603010103.tar.gz,79772,2026-03-01T00:03:40Z
other,,,2026-03-01,raw_staging/2026/03/01/01/donkey_denHaag_fietsData_202603010105.tar.gz,79778,2026-03-01T00:05:38Z
other,,,2026-03-01,raw_staging/2026/03/01/01/donkey_denHaag_fietsData_202603010106.tar.gz,79732,2026-03-01T00:06:38Z
other,,,2026-03-01,raw_staging/2026/03/01/01/donkey_denHaag_fietsData_202603010108.tar.gz,79730,2026-03-01T00:08:38Z
other,,,2026-03-01,raw_staging/2026/03/01/01/donkey_denHaag_fietsData_202603010110.tar.gz,79878,2026-03-01T00:10:38Z
other,,,2026-03-01,raw_staging/2026/03/01/01/donkey_denHaag_fietsData_202603010112.tar.gz,79886,2026-03-01T00:12:38Z
other,,,2026-03-01,raw_staging/2026/03/01/01/donkey_denHaag_fietsData_202603010113.tar.gz,79934,2026-03-01T00:13:38Z
other,,,2026-03-01,raw_staging/2026/03/01/01/donkey_denHaag_fietsData_202603010115.tar.gz,79941,2026-03-01T00:15:38Z
other,,,2026-03-01,raw_staging/2026/03/01/01/donkey_denHaag_fietsData_202603010117.tar.gz,79991,2026-03-01T00:17:38Z
other,,,2026-03-01,raw_staging/2026/03/01/01/donkey_denHaag_fietsData_202603010119.tar.gz,79804,2026-03-01T00:19:38Z
other,,,2026-03-01,raw_staging/2026/03/01/01/donkey_denHaag_fietsData_202603010120.tar.gz,79855,2026-03-01T00:20:38Z
other,,,2026-03-01,raw_staging/2026/03/01/01/donkey_denHaag_fietsData_202603010121.tar.gz,79850,2026-03-01T00:21:38Z
other,,,2026-03-01,raw_staging/2026/03/01/01/donkey_denHaag_fietsData_202603010122.tar.gz,79909,2026-03-01T00:22:38Z
other,,,2026-03-01,raw_staging/2026/03/01/01/donkey_denHaag_fietsData_202603010124.tar.gz,79909,2026-03-01T00:24:39Z
other,,,2026-03-01,raw_staging/2026/03/01/01/donkey_denHaag_fietsData_202603010126.tar.gz,79856,2026-03-01T00:26:38Z
other,,,2026-03-01,raw_staging/2026/03/01/01/donkey_denHaag_fietsData_202603010128.tar.gz,79752,2026-03-01T00:28:38Z
other,,,2026-03-01,raw_staging/2026/03/01/01/donkey_denHaag_fietsData_202603010130.tar.gz,79856,2026-03-01T00:30:38Z
other,,,2026-03-01,raw_staging/2026/03/01/01/donkey_denHaag_fietsData_202603010132.tar.gz,79912,2026-03-01T00:32:38Z
other,,,2026-03-01,raw_staging/2026/03/01/01/donkey_denHaag_fietsData_202603010133.tar.gz,79911,2026-03-01T00:33:38Z
other,,,2026-03-01,raw_staging/2026/03/01/01/donkey_denHaag_fietsData_202603010135.tar.gz,80102,2026-03-01T00:35:38Z
other,,,2026-03-01,raw_staging/2026/03/01/01/donkey_denHaag_fietsData_202603010137.tar.gz,80138,2026-03-01T00:37:38Z
other,,,2026-03-01,raw_staging/2026/03/01/01/donkey_denHaag_fietsData_202603010138.tar.gz,80098,2026-03-01T00:38:38Z
other,,,2026-03-01,raw_staging/2026/03/01/01/donkey_denHaag_fietsData_202603010139.tar.gz,80101,2026-03-01T00:39:38Z
other,,,2026-03-01,raw_staging/2026/03/01/01/donkey_denHaag_fietsData_202603010141.tar.gz,80053,2026-03-01T00:41:38Z
other,,,2026-03-01,raw_staging/2026/03/01/01/donkey_denHaag_fietsData_202603010143.tar.gz,80199,2026-03-01T00:43:38Z
other,,,2026-03-01,raw_staging/2026/03/01/01/donkey_denHaag_fietsData_202603010145.tar.gz,80196,2026-03-01T00:45:38Z
other,,,2026-03-01,raw_staging/2026/03/01/01/donkey_denHaag_fietsData_202603010147.tar.gz,80201,2026-03-01T00:47:38Z
other,,,2026-03-01,raw_staging/2026/03/01/01/donkey_denHaag_fietsData_202603010149.tar.gz,80196,2026-03-01T00:49:38Z
