year,month,hour,mean_distance,std_distance,mean_pct_500m,std_pct_500m,mean_n_bikes,mean_covered_addresses_per_bike_500m,n_days
2025,1,0,635.450000306579,29.583081231887764,59.58616505299577,2.3851425906671344,229.93548387096774,831.5199834804931,31
2025,1,1,637.1719009222949,29.009049007446407,59.43600052011385,2.299319687838738,229.5483870967742,830.1540709951447,31
2025,1,2,634.5384332228301,28.495899767237795,59.746591236570694,2.0451330099633895,230.2258064516129,831.8983883402768,31
2025,1,3,632.4475961656792,28.239652888051825,59.9133456079116,2.178151396467371,230.7741935483871,831.8854283335385,31
2025,1,4,632.5861110766763,27.535909786015047,59.89479922830757,2.179283861080173,231.06451612903226,831.139352555475,31
2025,1,5,632.7222684342113,27.65921443120546,59.84503990324904,2.082827558042875,231.09677419354838,830.2153274175128,31
2025,1,6,631.2984701051731,24.633836989575755,59.93440899617619,2.016450108685258,231.67741935483872,828.7006769565792,31
2025,1,7,631.8884228223346,24.60544904061883,59.82411917944295,1.882504445336215,231.83870967741936,826.4855195087306,31
2025,1,8,632.5096504523056,24.502110688372653,59.773594561467796,1.9183259849232897,231.4,827.258883529155,30
2025,1,9,634.3055846899196,24.4986957471269,59.347961603423514,2.2476152171699426,230.4,824.9228613973038,30
2025,1,10,635.61491783764,23.73214906170605,59.183493599868584,2.213500308342959,231.0,820.5129938789435,30
2025,1,11,637.339441350952,23.158351000657447,58.85667412190366,2.157551504972611,229.66666666666666,820.9311210937253,30
2025,1,12,637.659315384548,24.86141604816742,58.88770601936677,2.2583787868941463,229.7,821.7363118060422,30
2025,1,13,638.8682988035183,25.120732338728345,58.62953158366924,2.2619677298814254,228.9,820.4189348796356,30
2025,1,14,640.9870679086324,25.13733098753192,58.28005155485917,1.9790485292209423,228.06666666666666,819.0487998673467,30
2025,1,15,642.9228393204565,27.6341606543112,58.11119254307822,2.3580280145074397,228.9,813.7854824931111,30
2025,1,16,643.8798164193774,32.861300256318856,58.43900184064326,2.431578039717205,230.5,813.5477746223289,30
2025,1,17,643.6793659730351,31.18554439259522,58.45120610571273,2.2176998891592055,229.23333333333332,816.6850015871935,30
2025,1,18,641.6209536560671,29.993486082890133,58.61998087752772,1.9403873865328187,231.06666666666666,811.2053572277741,30
2025,1,19,637.5269889807109,30.133281656336163,59.32352148329732,2.017443220744491,232.76666666666668,813.9559354280021,30
2025,1,20,636.9854589779289,28.39956160574711,59.4354448080803,1.8499778257613566,233.03333333333333,814.4199424604308,30
2025,1,21,638.6041701785845,30.40365632799958,59.42060259752483,2.008656278149972,234.6206896551724,808.4608911987204,29
2025,1,22,640.6792341598716,31.28763161807334,59.33167133690133,2.0832856849858215,234.3448275862069,807.873254638123,29
2025,1,23,638.8737238990781,33.405981085811156,59.67165585127173,2.1558988590396044,235.06896551724137,810.1986825811684,29
2025,2,0,676.3721930745318,37.000033542865566,58.451382107070195,3.2826892042661093,250.03571428571428,740.602653504821,28
2025,2,1,678.8321231706353,39.59558328580328,58.287813666008994,3.45775986304574,249.32142857142858,740.5074260002851,28
2025,2,2,680.506564225374,44.7079718883024,58.16989275650618,3.7113954270378695,249.35714285714286,738.7244232568686,28
2025,2,3,675.8572407980747,39.691835354410955,58.567689670796234,3.2324949091178277,249.60714285714286,743.467726847981,28
2025,2,4,672.4320842481103,38.123888978745605,58.75933935408404,3.2002407326498123,250.67857142857142,742.6701270333908,28
2025,2,5,670.6214311932371,38.562510637460285,58.9383304782002,3.3566376989185884,251.10714285714286,743.460582533914,28
2025,2,6,668.4575300620894,36.6598199710545,59.03287479714715,3.223372905758931,251.71428571428572,742.8320229710796,28
2025,2,7,669.2018546032823,37.04646732738102,58.93272325546552,3.3516141469685263,251.42857142857142,742.2650365466791,28
2025,2,8,669.8081985862293,33.22366713573395,58.74096075079471,3.198137686099027,249.5,745.6943220963765,28
2025,2,9,674.2054822959689,35.51989203172479,58.309926657075344,3.102040269635408,247.53571428571428,746.0888756433909,28
2025,2,10,676.3779261597575,36.38601035776675,57.967118884855395,3.1226163278529397,247.17857142857142,742.8593403689514,28
2025,2,11,679.2808435416298,34.648857672517956,57.59457139607888,3.1537911029221766,244.28571428571428,747.0952012515436,28
2025,2,12,681.7926592230052,33.56012934678637,57.52553599182632,2.877405652057579,241.75,754.6068100280443,28
2025,2,13,684.9153345388355,37.71691746810596,57.227247537334854,3.2296797867361295,239.35714285714286,758.7544710667705,28
