year,month,hour,mean_distance,std_distance,mean_pct_500m,std_pct_500m,mean_n_bikes,mean_covered_addresses_per_bike_500m,n_days
2022,1,0,1523.4749566567264,23.25271703706603,37.459702385635076,0.7151418447404683,281.48387096774195,421.39458385659657,31
2022,1,1,1523.778660988623,23.198014906823584,37.451438037360965,0.7072075153775189,281.48387096774195,421.3072110154829,31
2022,1,2,1524.3145489343813,23.277608666000354,37.43265728043227,0.7150650105757742,281.4193548387097,421.1874715759616,31
2022,1,3,1524.310233262564,23.27785167960115,37.43265728043227,0.7150650105757742,281.51612903225805,421.0477675083663,31
2022,1,4,1524.8045869800358,22.834150272217883,37.41736161241816,0.703214773284007,281.5806451612903,420.7819571710806,31
2022,1,5,1524.8470456636903,22.815418685193702,37.41228683382322,0.7017854657835337,281.5806451612903,420.72677530431844,31
2022,1,6,1524.8402378109445,22.67334963640783,37.411705985670785,0.7016831888247478,281.6774193548387,420.57543550420587,31
2022,1,7,1524.8190818857422,22.61323332025485,37.411705985670785,0.7016831888247478,281.6774193548387,420.57532723638843,31
2022,1,8,1525.3201299413447,22.912311810789003,37.401128435105406,0.6997331201700137,281.51612903225805,420.69524877689764,31
2022,1,9,1525.6150856605732,22.683936994310354,37.38034018543934,0.6941126084308513,280.64516129032256,421.90242961546915,31
2022,1,10,1525.4218940309624,22.87443863605532,37.38015675970699,0.7016699705847735,280.8709677419355,421.53242894251,31
2022,1,11,1525.5737573830595,22.88871414059338,37.37325791410703,0.7083446874783119,280.7741935483871,421.53968033904493,31
2022,1,12,1525.8096944325168,22.926993689184265,37.365768030036165,0.7205927159802906,280.4516129032258,421.94505717893844,31
2022,1,13,1525.887039919214,22.871781157204182,37.352337190300936,0.7281156047062106,280.38709677419354,421.9027935273682,31
2022,1,14,1527.0976334045547,23.722824566111225,37.32705501019236,0.752345398812109,279.93548387096774,422.2786288976102,31
2022,1,15,1527.2098367775918,23.284386425600392,37.34248315234648,0.7155173612821174,280.2903225806452,421.9049222353523,31
2022,1,16,1528.8942309625022,25.423935261298485,37.304819735304434,0.7613125603114669,280.741935483871,420.83642960029886,31
2022,1,17,1527.7751896688653,25.23860041534269,37.34363465833289,0.7581522650664582,280.80645161290323,421.1623534138667,31
2022,1,18,1527.2456235966445,25.286328001410567,37.36219122825539,0.7622052386712969,281.2903225806452,420.6267283410708,31
2022,1,19,1524.6007636237566,22.255415094698947,37.42536101241221,0.685722185977406,281.5806451612903,420.8721598227088,31
2022,1,20,1521.7411384040558,19.787674002288355,37.473010941548736,0.6285381889213327,281.741935483871,421.17985768360495,31
2022,1,21,1521.131685577232,20.164053552591916,37.495664019493674,0.637406517491834,281.8709677419355,421.2272666993441,31
2022,1,22,1521.2205130580494,19.986850071429973,37.49834407324964,0.6324359677522877,281.5806451612903,421.6954897989038,31
2022,1,23,1521.213666175192,19.966579141731877,37.50041270789778,0.6324190441822675,281.83870967741933,421.3228702058817,31
